"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Kingdom"
"ABME3","","ABME3","Abutilon megapotamicum","","Abutilon","","megapotamicum","","","","","","","","","","","(A. Spreng.) A. St.-Hil. & Naudin","","","","","trailing abutilon","Dicot","Abutilon","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ABME2","","ABME2","Abutilon menziesii","","Abutilon","","menziesii","","","","","","","","","","","Seem.","","","","","ko'oloa 'ula","Dicot","Abutilon","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ABMO2","","ABMO2","Abutilon mollicomum","","Abutilon","","mollicomum","","","","","","","","","","","(Willd.) Sweet","","","","","Sonoran Indian mallow","Dicot","Abutilon","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ABPA","","ABPA","Abutilon palmeri","","Abutilon","","palmeri","","","","","","","","","","","A. Gray","","","","","Palmer's Indian mallow","Dicot","Abutilon","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ABPA2","","ABPA2","Abutilon parishii","","Abutilon","","parishii","","","","","","","","","","","S. Watson","","","","","Parish's Indian mallow","Dicot","Abutilon","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ABPA3","","ABPA3","Abutilon parvulum","","Abutilon","","parvulum","","","","","","","","","","","A. Gray","","","","","dwarf Indian mallow","Dicot","Abutilon","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ABPE","","ABPE","Abutilon permolle","","Abutilon","","permolle","","","","","","","","","","","(Willd.) Sweet","","","","","coastal Indian mallow","Dicot","Abutilon","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ABRE","","ABRE","Abutilon reventum","","Abutilon","","reventum","","","","","","","","","","","S. Watson","","","","","yellowflower Indian mallow","Dicot","Abutilon","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ABSA2","","ABSA2","Abutilon sandwicense","","Abutilon","","sandwicense","","","","","","","","","","","(O. Deg.) Christoph.","","","","","greenflower Indian mallow","Dicot","Abutilon","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ABTH","","ABTH","Abutilon theophrasti","","Abutilon","","theophrasti","","","","","","","","","","","Medik.","","","","","velvetleaf","Dicot","Abutilon","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ABTH2","","ABTH2","Abutilon thurberi","","Abutilon","","thurberi","","","","","","","","","","","A. Gray","","","","","Thurber's Indian mallow","Dicot","Abutilon","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ABTR","","ABTR","Abutilon trisulcatum","","Abutilon","","trisulcatum","","","","","","","","","","","(Jacq.) Urb.","","","","","anglestem Indian mallow","Dicot","Abutilon","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ABWR","","ABWR","Abutilon wrightii","","Abutilon","","wrightii","","","","","","","","","","","A. Gray","","","","","Wright's Indian mallow","Dicot","Abutilon","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACACI","","ACACI","Acacia","","Acacia","","","","","","","","","","","","","Mill.","","","","","acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACEM","","ACEM","Acacia ×emoryana","","Acacia","×","emoryana","","","","","","","","","","","Benth. (pro sp.)","","","","[berlandieri × greggii]","Emory's acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAB2","","ACAB2","Acacia abyssinica","","Acacia","","abyssinica","","","","","","","","","","","Hochst. ex Benth.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACABC2","","ACABC2","Acacia abyssinica ssp. calophylla","","Acacia","","abyssinica","ssp.","","calophylla","","","","","","","","Hochst. ex Benth.","Brenan","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAC7","","ACAC7","Acacia acinacea","","Acacia","","acinacea","","","","","","","","","","","Lindl.","","","","","gold-dust acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAC8","","ACAC8","Acacia aciphylla","","Acacia","","aciphylla","","","","","","","","","","","Benth.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAC9","","ACAC9","Acacia aculeatissima","","Acacia","","aculeatissima","","","","","","","","","","","J.F. Macbr.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAC10","","ACAC10","Acacia acuminata","","Acacia","","acuminata","","","","","","","","","","","Benth.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAD","","ACAD","Acacia adunca","","Acacia","","adunca","","","","","","","","","","","A. Cunn. ex G. Don","","","","","Wallangarra wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAL16","","ACAL16","Acacia alata","","Acacia","","alata","","","","","","","","","","","R. Br.","","","","","winged wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAM9","","ACAM9","Acacia ampliceps","","Acacia","","ampliceps","","","","","","","","","","","Maslin","","","","","acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAN4","","ACAN4","Acacia anegadensis","","Acacia","","anegadensis","","","","","","","","","","","Britton [excluded]","","","","","blackbrush wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAN10","","ACAN10","Acacia aneura","","Acacia","","aneura","","","","","","","","","","","F. Muell. ex Benth.","","","","","mulga","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAN","","ACAN","Acacia angustissima","","Acacia","","angustissima","","","","","","","","","","","(Mill.) Kuntze","","","","","prairie acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACANC","","ACANC","Acacia angustissima var. chisosiana","","Acacia","","angustissima","","","","var.","","chisosiana","","","","","(Mill.) Kuntze","Isely","","","","Chisos prairie acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACANH","","ACANH","Acacia angustissima var. hirta","","Acacia","","angustissima","","","","var.","","hirta","","","","","(Mill.) Kuntze","(Nutt.) B.L. Rob.","","","","prairie acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACANL","","ACANL","Acacia angustissima var. leucothrix","","Acacia","","angustissima","","","","var.","","leucothrix","","","","","(Mill.) Kuntze","(Standl.) B.L. Turner","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACANS","","ACANS","Acacia angustissima var. shrevei","","Acacia","","angustissima","","","","var.","","shrevei","","","","","(Mill.) Kuntze","(Britton & Rose) Isely","","","","Shreve's prairie acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACANS2","","ACANS2","Acacia angustissima var. suffrutescens","","Acacia","","angustissima","","","","var.","","suffrutescens","","","","","(Mill.) Kuntze","(Rose) Isely","","","","prairie acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAR12","","ACAR12","Acacia arenaria","","Acacia","","arenaria","","","","","","","","","","","Schinz","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACAU","","ACAU","Acacia auriculiformis","","Acacia","","auriculiformis","","","","","","","","","","","A. Cunn. ex Benth.","","","","","earleaf acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACBA","","ACBA","Acacia baileyana","","Acacia","","baileyana","","","","","","","","","","","F. Muell.","","","","","cootamundra wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACBE6","","ACBE6","Acacia beckleri","","Acacia","","beckleri","","","","","","","","","","","Tindale","","","","","Barrier Range wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACBE","","ACBE","Acacia berlandieri","","Acacia","","berlandieri","","","","","","","","","","","Benth.","","","","","guajillo","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACBI5","","ACBI5","Acacia binervata","","Acacia","","binervata","","","","","","","","","","","DC.","","","","","two-vein-hickory","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACBO4","","ACBO4","Acacia boomanii","","Acacia","","boormanii","","","","","","","","","","","Maiden","","","","","Snowy River wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACBR3","","ACBR3","Acacia brachybotrya","","Acacia","","brachybotrya","","","","","","","","","","","Benth.","","","","","gray mulga","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACBU3","","ACBU3","Acacia buxifolia","","Acacia","","buxifolia","","","","","","","","","","","A. Cunn.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCA23","","ACCA23","Acacia caesiella","","Acacia","","caesiella","","","","","","","","","","","Maiden & Blakely","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCA24","","ACCA24","Acacia calamifolia","","Acacia","","calamifolia","","","","","","","","","","","Sweet ex Lindl.","","","","","broom wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCA25","","ACCA25","Acacia cambagei","","Acacia","","cambagei","","","","","","","","","","","R.T. Baker","","","","","gidgee","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCA27","","ACCA27","Acacia cardiophylla","","Acacia","","cardiophylla","","","","","","","","","","","A. Cunn. ex Benth.","","","","","wyalong wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCA21","","ACCA21","Acacia catechu","","Acacia","","catechu","","","","","","","","","","","(L. f.) Willd. [excluded]","","","","","black cutch","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCA35","","ACCA35","Acacia caven","","Acacia","","caven","","","","","","","","","","","(Molina) Molina","","","","","Roman-cassie","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCH8","","ACCH8","Acacia chinchillensis","","Acacia","","chinchillensis","","","","","","","","","","","Tindale","","","","","Chinchilla wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCH","","ACCH","Acacia choriophylla","","Acacia","","choriophylla","","","","","","","","","","","Benth.","","","","","cinnecord","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCI6","","ACCI6","Acacia cibaria","","Acacia","","cibaria","","","","","","","","","","","F. Muell.","","","","","turpentine mulga","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCO15","","ACCO15","Acacia cognata","","Acacia","","cognata","","","","","","","","","","","Domin","","","","","bower wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCO16","","ACCO16","Acacia colletioides","","Acacia","","colletioides","","","","","","","","","","","A. Cunn. ex Benth.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCO24","","ACCO24","Acacia collinsii","","Acacia","","collinsii","","","","","","","","","","","Saff.","","","","","bull horn acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCO","","ACCO","Acacia confusa","","Acacia","","confusa","","","","","","","","","","","Merr.","","","","","small Philippine acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCO17","","ACCO17","Acacia conspersa","","Acacia","","conspersa","","","","","","","","","","","F. Muell.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCO2","","ACCO2","Acacia constricta","","Acacia","","constricta","","","","","","","","","","","Benth.","","","","","whitethorn acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCOC","","ACCOC","Acacia constricta var. constricta","","Acacia","","constricta","","","","var.","","constricta","","","","","Benth.","Benth.","","","","whitethorn acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCOP9","","ACCOP9","Acacia constricta var. paucispina","","Acacia","","constricta","","","","var.","","paucispina","","","","","Benth.","Wooton & Standl.","","","","whitethorn acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCO18","","ACCO18","Acacia continua","","Acacia","","continua","","","","","","","","","","","Benth.","","","","","thorn wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCO5","","ACCO5","Acacia cornigera","","Acacia","","cornigera","","","","","","","","","","","(L.) Willd.","","","","","bullhorn wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCR2","","ACCR2","Acacia craspedocarpa","","Acacia","","craspedocarpa","","","","","","","","","","","F. Muell.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCU4","","ACCU4","Acacia cultriformis","","Acacia","","cultriformis","","","","","","","","","","","A. Cunn. ex G. Don","","","","","knife acacia","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCU5","","ACCU5","Acacia cupularis","","Acacia","","cupularis","","","","","","","","","","","Domin","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACCY2","","ACCY2","Acacia cyclops","","Acacia","","cyclops","","","","","","","","","","","A. Cunn. ex G. Don","","","","","coastal wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACDA5","","ACDA5","Acacia davyi","","Acacia","","davyi","","","","","","","","","","","N.E. Br.","","","","","","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACDE3","","ACDE3","Acacia dealbata","","Acacia","","dealbata","","","","","","","","","","","Link","","","","","silver wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ACDE11","","ACDE11","Acacia deanei","","Acacia","","deanei","","","","","","","","","","","(R.T. Baker) R.T. Baker ex M.B. Welch, Coombs & McGlymn","","","","","Deane's wattle","Dicot","Acacia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
