"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Kingdom"
"STAPE","","STAPE","Stapelia","","Stapelia","","","","","","","","","","","","","L.","","","","","stapelia","Dicot","Stapelia","Asclepiadaceae","Gentianales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STAPH","","STAPH","Staphylea","","Staphylea","","","","","","","","","","","","","L.","","","","","bladdernut","Dicot","Staphylea","Staphyleaceae","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STAUR","","STAUR","Staurothele","","Staurothele","","","","","","","","","","","","","Norman","","","","","wart lichen","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STAR11","","STAR11","Staurothele arctica","","Staurothele","","arctica","","","","","","","","","","","Lynge","","","","","arctic wart lichen","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STAR15","","STAR15","Staurothele areolata","","Staurothele","","areolata","","","","","","","","","","","(Ach.) Lettau","","","","","","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STCA24","","STCA24","Staurothele catalepta","","Staurothele","","catalepta","","","","","","","","","","","(Ach.) Blomb. & Forss.","","","","","wart lichen","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STCL3","","STCL3","Staurothele clopimoides","","Staurothele","","clopimoides","","","","","","","","","","","(Arnold) J. Stein","","","","","wart lichen","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STDI9","","STDI9","Staurothele diffractella","","Staurothele","","diffractella","","","","","","","","","","","(Nyl.) Tuck.","","","","","wart lichen","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STDI10","","STDI10","Staurothele discedens","","Staurothele","","discedens","","","","","","","","","","","(Nyl.) Zahlbr.","","","","","wart lichen","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STDR3","","STDR3","Staurothele drummondii","","Staurothele","","drummondii","","","","","","","","","","","(Tuck.) Tuck.","","","","","Drummond's wart lichen","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STEF","","STEF","Staurothele effigurata","","Staurothele","","effigurata","","","","","","","","","","","J.W. Thomson","","","","","","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STEL6","","STEL6","Staurothele elenkinii","","Staurothele","","elenkinii","","","","","","","","","","","Oksner","","","","","","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STFI2","","STFI2","Staurothele fissa","","Staurothele","","fissa","","","","","","","","","","","(Taylor) Zwackh","","","","","wart lichen","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STLE9","","STLE9","Staurothele lecideoides","","Staurothele","","lecideoides","","","","","","","","","","","de Lesd.","","","","","wart lichen","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STMO6","","STMO6","Staurothele monicae","","Staurothele","","monicae","","","","","","","","","","","(Zahlbr.) Wetmore","","","","","","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STOR8","","STOR8","Staurothele orispruinosa","","Staurothele","","orispruinosa","","","","","","","","","","","J.W. Thomson","","","","","","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STPO9","","STPO9","Staurothele polygonia","","Staurothele","","polygonia","","","","","","","","","","","de Lesd.","","","","","","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STRU8","","STRU8","Staurothele rugosa","","Staurothele","","rugosa","","","","","","","","","","","J.W. Thomson","","","","","","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STRU7","","STRU7","Staurothele rupifraga","","Staurothele","","rupifraga","","","","","","","","","","","(A. Massal.) Arnold","","","","","wart lichen","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STTE7","","STTE7","Staurothele tenuissima","","Staurothele","","tenuissima","","","","","","","","","","","Degel.","","","","","wart lichen","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STVE6","","STVE6","Staurothele verruculosa","","Staurothele","","verruculosa","","","","","","","","","","","J.W. Thomson","","","","","","Lichen","Staurothele","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","Fungi"
"STEER","","STEER","Steerecleus","","Steerecleus","","","","","","","","","","","","","H. Rob.","","","","","steerecleus moss","Moss","Steerecleus","Brachytheciaceae","Hypnales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"STEGN","","STEGN","Stegnosperma","","Stegnosperma","","","","","","","","","","","","","Benth.","","","","","stegnosperma","Dicot","Stegnosperma","Phytolaccaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STEGO","","STEGO","Stegonia","","Stegonia","","","","","","","","","","","","","Vent.","","","","","stegonia moss","Moss","Stegonia","Pottiaceae","Pottiales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"STEIN","","STEIN","Steinchisma","","Steinchisma","","","","","","","","","","","","","Raf.","","","","","gaping grass","Monocot","Steinchisma","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STEIN2","","STEIN2","Steinia","","Steinia","","","","","","","","","","","","","Körb.","","","","","steinia lichen","Lichen","Steinia","Lecideaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STGE3","","STGE3","Steinia geophana","","Steinia","","geophana","","","","","","","","","","","(Nyl.) Stein","","","","","steinia lichen","Lichen","Steinia","Lecideaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STELE","","STELE","Stelechocarpus","","Stelechocarpus","","","","","","","","","","","","","(Blume) Hook. f. & Thomson","","","","","stelechocarpus","Dicot","Stelechocarpus","Annonaceae","Magnoliales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STELI","","STELI","Stelis","","Stelis","","","","","","","","","","","","","Sw.","","","","","leach orchid","Monocot","Stelis","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STELL","","STELL","Stellaria","","Stellaria","","","","","","","","","","","","","L.","","","","","starwort","Dicot","Stellaria","Caryophyllaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STEMO","","STEMO","Stemodia","","Stemodia","","","","","","","","","","","","","L.","","","","","twintip","Dicot","Stemodia","Scrophulariaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STEMO2","","STEMO2","Stemonurus","","Stemonurus","","","","","","","","","","","","","Blume","","","","","","Dicot","Stemonurus","Icacinaceae","Celastrales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STENA","","STENA","Stenandrium","","Stenandrium","","","","","","","","","","","","","Nees","","","","","shaggytuft","Dicot","Stenandrium","Acanthaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STENA2","","STENA2","Stenanthium","","Stenanthium","","","","","","","","","","","","","(A. Gray) Kunth","","","","","featherbells","Monocot","Stenanthium","Liliaceae","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STENA3","","STENA3","Stenaria","","Stenaria","","","","","","","","","","","","","Raf. ex Steud.","","","","","diamond-flowers","Dicot","Stenaria","Rubiaceae","Rubiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STENO12","","STENO12","Stenocarpus","","Stenocarpus","","","","","","","","","","","","","R. Br.","","","","","","Dicot","Stenocarpus","Proteaceae","Proteales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STENO8","","STENO8","Stenocereus","","Stenocereus","","","","","","","","","","","","","(A. Berger) Riccob.","","","","","stenocereus","Dicot","Stenocereus","Cactaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STENO6","","STENO6","Stenochlaena","","Stenochlaena","","","","","","","","","","","","","J. Sm.","","","","","stenochlaena","Fern","Stenochlaena","Blechnaceae","Polypodiales","","Filicopsida","","Pteridophyta","","Tracheobionta","Plantae"
"STENO9","","STENO9","Stenocybe","","Stenocybe","","","","","","","","","","","","","(Nyl.) Körb.","","","","","stenocybe lichen","Lichen","Stenocybe","Mycocaliciaceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"STCL6","","STCL6","Stenocybe clavata","","Stenocybe","","clavata","","","","","","","","","","","Tibell","","","","","","Lichen","Stenocybe","Mycocaliciaceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"STMA8","","STMA8","Stenocybe major","","Stenocybe","","major","","","","","","","","","","","(Nyl.) Körb.","","","","","stenocybe lichen","Lichen","Stenocybe","Mycocaliciaceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"STMI7","","STMI7","Stenocybe minutissima","","Stenocybe","","minutissima","","","","","","","","","","","(G. Merr.) Zahlbr.","","","","","stenocybe lichen","Lichen","Stenocybe","Mycocaliciaceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"STPU7","","STPU7","Stenocybe pullatula","","Stenocybe","","pullatula","","","","","","","","","","","(Ach.) Stein","","","","","stenocybe lichen","Lichen","Stenocybe","Mycocaliciaceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"STTR4","","STTR4","Stenocybe tremulicola","","Stenocybe","","tremulicola","","","","","","","","","","","Norrlin ex Nyl.","","","","","stenocybe lichen","Lichen","Stenocybe","Mycocaliciaceae","Caliciales","","Ascomycetes","","Ascomycota","","","Fungi"
"STENO5","","STENO5","Stenogonum","","Stenogonum","","","","","","","","","","","","","Nutt.","","","","","buckwheat","Dicot","Stenogonum","Polygonaceae","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STENO","","STENO","Stenogyne","","Stenogyne","","","","","","","","","","","","","Benth.","","","","","stenogyne","Dicot","Stenogyne","Lamiaceae","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STENO11","","STENO11","Stenomesson","","Stenomesson","","","","","","","","","","","","","Herb.","","","","","stenomesson","Monocot","Stenomesson","Liliaceae","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STENO10","","STENO10","Stenorrhynchos","","Stenorrhynchos","","","","","","","","","","","","","Rich. ex Spreng.","","","","","lady orchid","Monocot","Stenorrhynchos","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STENO2","","STENO2","Stenosiphon","","Stenosiphon","","","","","","","","","","","","","Spach","","","","","stenosiphon","Dicot","Stenosiphon","Onagraceae","Myrtales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STENO3","","STENO3","Stenotaphrum","","Stenotaphrum","","","","","","","","","","","","","Trin.","","","","","St. Augustine grass","Monocot","Stenotaphrum","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STENO7","","STENO7","Stenotus","","Stenotus","","","","","","","","","","","","","Nutt.","","","","","mock goldenweed","Dicot","Stenotus","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STEPH2","","STEPH2","Stephanandra","","Stephanandra","","","","","","","","","","","","","Siebold & Zucc.","","","","","stephanandra","Dicot","Stephanandra","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STEPH","","STEPH","Stephanomeria","","Stephanomeria","","","","","","","","","","","","","Nutt.","","","","","wirelettuce","Dicot","Stephanomeria","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STERC","","STERC","Sterculia","","Sterculia","","","","","","","","","","","","","L.","","","","","sterculia","Dicot","Sterculia","Sterculiaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"STERE2","","STERE2","Stereocaulon","","Stereocaulon","","","","","","","","","","","","","Hoffm.","","","","","snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STAL60","","STAL60","Stereocaulon alpinum","","Stereocaulon","","alpinum","","","","","","","","","","","Laurer ex Funck","","","","","alpine snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STAP4","","STAP4","Stereocaulon apocalypticum","","Stereocaulon","","apocalypticum","","","","","","","","","","","Nyl.","","","","","snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STAR60","","STAR60","Stereocaulon arcticum","","Stereocaulon","","arcticum","","","","","","","","","","","Lynge","","","","","arctic snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STAR12","","STAR12","Stereocaulon arenarium","","Stereocaulon","","arenarium","","","","","","","","","","","(Savicz) Lamb","","","","","arenaria snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STBO60","","STBO60","Stereocaulon botryosum","","Stereocaulon","","botryosum","","","","","","","","","","","Ach.","","","","","snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STCA29","","STCA29","Stereocaulon capitellatum","","Stereocaulon","","capitellatum","","","","","","","","","","","H. Magn.","","","","","","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STCO17","","STCO17","Stereocaulon condensatum","","Stereocaulon","","condensatum","","","","","","","","","","","Hoffm.","","","","","condensed snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STCO60","","STCO60","Stereocaulon coniophyllum","","Stereocaulon","","coniophyllum","","","","","","","","","","","Lamb","","","","","snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STDA60","","STDA60","Stereocaulon dactylophyllum","","Stereocaulon","","dactylophyllum","","","","","","","","","","","Flörke","","","","","snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STDE2","","STDE2","Stereocaulon depreaultii","","Stereocaulon","","depreaultii","","","","","","","","","","","Delise ex Nyl.","","","","","Depreault's snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STGL60","","STGL60","Stereocaulon glareosum","","Stereocaulon","","glareosum","","","","","","","","","","","(Savicz) H. Magn.","","","","","glare snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STGL5","","STGL5","Stereocaulon glaucescens","","Stereocaulon","","glaucescens","","","","","","","","","","","Tuck.","","","","","snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STGR60","","STGR60","Stereocaulon grande","","Stereocaulon","","grande","","","","","","","","","","","(H. Magn.) H. Magn.","","","","","grand snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STGR8","","STGR8","Stereocaulon groenlandicum","","Stereocaulon","","groenlandicum","","","","","","","","","","","(E. Dahl) Lamb","","","","","Greenland snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"STIN60","","STIN60","Stereocaulon incrustatum","","Stereocaulon","","incrustatum","","","","","","","","","","","Flörke","","","","","snow lichen","Lichen","Stereocaulon","Stereocaulaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
