"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Kingdom"
"IRESI","","IRESI","Iresine","","Iresine","","","","","","","","","","","","","P. Br.","","","","","bloodleaf","Dicot","Iresine","Amaranthaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"IRIS","","IRIS","Iris","","Iris","","","","","","","","","","","","","L.","","","","","iris","Monocot","Iris","Iridaceae","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ISACH","","ISACH","Isachne","","Isachne","","","","","","","","","","","","","R. Br.","","","","","bloodgrass","Monocot","Isachne","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ISATI","","ISATI","Isatis","","Isatis","","","","","","","","","","","","","L.","","","","","woad","Dicot","Isatis","Brassicaceae","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ISCHA","","ISCHA","Ischaemum","","Ischaemum","","","","","","","","","","","","","L.","","","","","murainagrass","Monocot","Ischaemum","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ISEIL","","ISEIL","Iseilema","","Iseilema","","","","","","","","","","","","","Andersson","","","","","","Monocot","Iseilema","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ISOCA","","ISOCA","Isocarpha","","Isocarpha","","","","","","","","","","","","","R. Br.","","","","","pearlhead","Dicot","Isocarpha","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ISOCH","","ISOCH","Isochilus","","Isochilus","","","","","","","","","","","","","R. Br.","","","","","isochilus","Monocot","Isochilus","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ISOCO","","ISOCO","Isocoma","","Isocoma","","","","","","","","","","","","","Nutt.","","","","","goldenbush","Dicot","Isocoma","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ISODE","","ISODE","Isodendrion","","Isodendrion","","","","","","","","","","","","","A. Gray","","","","","isodendrion","Dicot","Isodendrion","Violaceae","Violales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ISOET","","ISOET","Isoetes","","Isoetes","","","","","","","","","","","","","L.","","","","","quillwort","Quillwort","Isoetes","Isoetaceae","Isoetales","","Lycopodiopsida","","Lycopodiophyta","","Tracheobionta","Plantae"
"ISOLE","","ISOLE","Isolepis","","Isolepis","","","","","","","","","","","","","R. Br.","","","","","bulrush","Monocot","Isolepis","Cyperaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ISOPO","","ISOPO","Isopogon","","Isopogon","","","","","","","","","","","","","R. Br. ex Knight","","","","","cone flower","Dicot","Isopogon","Proteaceae","Proteales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ISOPT2","","ISOPT2","Isopterygiopsis","","Isopterygiopsis","","","","","","","","","","","","","Z. Iwats.","","","","","isopterygiopsis moss","Moss","Isopterygiopsis","Hypnaceae","Hypnales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"ISOPT3","","ISOPT3","Isopterygium","","Isopterygium","","","","","","","","","","","","","Mitt.","","","","","isopterygium moss","Moss","Isopterygium","Hypnaceae","Hypnales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"ISOTH","","ISOTH","Isothecium","","Isothecium","","","","","","","","","","","","","Brid.","","","","","isothecium moss","Moss","Isothecium","Brachytheciaceae","Hypnales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"ISOTR","","ISOTR","Isotria","","Isotria","","","","","","","","","","","","","Raf.","","","","","fiveleaf orchid","Monocot","Isotria","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"ITEA","","ITEA","Itea","","Itea","","","","","","","","","","","","","L.","","","","","sweetspire","Dicot","Itea","Grossulariaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"IVA","","IVA","Iva","","Iva","","","","","","","","","","","","","L.","","","","","marsh elder","Dicot","Iva","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"IVESI","","IVESI","Ivesia","","Ivesia","","","","","","","","","","","","","Torr. & A. Gray","","","","","mousetail","Dicot","Ivesia","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"IWATS","","IWATS","Iwatsukiella","","Iwatsukiella","","","","","","","","","","","","","W.R. Buck & H.A. Crum","","","","","iwatsukiella moss","Moss","Iwatsukiella","Pterigynandraceae","Hypnales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"IXERI","","IXERI","Ixeris","","Ixeris","","","","","","","","","","","","","(Cass.) Cass.","","","","","ixeris","Dicot","Ixeris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"IXIA","","IXIA","Ixia","","Ixia","","","","","","","","","","","","","L.","","","","","African cornlily","Monocot","Ixia","Iridaceae","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"IXOPH","","IXOPH","Ixophorus","","Ixophorus","","","","","","","","","","","","","Schltdl.","","","","","Central America grass","Monocot","Ixophorus","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"IXORA","","IXORA","Ixora","","Ixora","","","","","","","","","","","","","L.","","","","","ixora","Dicot","Ixora","Rubiaceae","Rubiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JABOR","","JABOR","Jaborosa","","Jaborosa","","","","","","","","","","","","","Juss.","","","","","jaborosa","Dicot","Jaborosa","Solanaceae","Solanales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JACAR","","JACAR","Jacaranda","","Jacaranda","","","","","","","","","","","","","Juss.","","","","","jacaranda","Dicot","Jacaranda","Bignoniaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JACQU","","JACQU","Jacquemontia","","Jacquemontia","","","","","","","","","","","","","Choisy","","","","","clustervine","Dicot","Jacquemontia","Convolvulaceae","Solanales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JACQU2","","JACQU2","Jacquinia","","Jacquinia","","","","","","","","","","","","","L.","","","","","jacquinia","Dicot","Jacquinia","Theophrastaceae","Primulales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JACQU3","","JACQU3","Jacquiniella","","Jacquiniella","","","","","","","","","","","","","Schltr.","","","","","tufted orchid","Monocot","Jacquiniella","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JAEGE2","","JAEGE2","Jaegeria","","Jaegeria","","","","","","","","","","","","","Kunth","","","","","","Dicot","Jaegeria","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JAEGE","","JAEGE","Jaegerina","","Jaegerina","","","","","","","","","","","","","Müll. Hal.","","","","","jaegerina moss","Moss","Jaegerina","Pterobryaceae","Leucodontales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"JAFFU","","JAFFU","Jaffueliobryum","","Jaffueliobryum","","","","","","","","","","","","","Thér.","","","","","jaffueliobryum moss","Moss","Jaffueliobryum","Grimmiaceae","Grimmiales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"JALTO","","JALTO","Jaltomata","","Jaltomata","","","","","","","","","","","","","Schltdl.","","","","","false holly","Dicot","Jaltomata","Solanaceae","Solanales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JAMES","","JAMES","Jamesia","","Jamesia","","","","","","","","","","","","","Torr. & A. Gray","","","","","cliffbush","Dicot","Jamesia","Hydrangeaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JAMES2","","JAMES2","Jamesianthus","","Jamesianthus","","","","","","","","","","","","","S.F. Blake & Sherff","","","","","jamesianthus","Dicot","Jamesianthus","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JAMES3","","JAMES3","Jamesoniella","","Jamesoniella","","","","","","","","","","","","","(Spruce) Carrington","","","","","","Liverwort","Jamesoniella","Jungermanniaceae","Jungermanniales","Jungermanniae","Hepaticopsida","Hepaticae","Hepaticophyta","","","Plantae"
"JANUS","","JANUS","Janusia","","Janusia","","","","","","","","","","","","","A. Juss.","","","","","janusia","Dicot","Janusia","Malpighiaceae","Polygalales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JAPEW","","JAPEW","Japewia","","Japewia","","","","","","","","","","","","","Tønsberg","","","","","japewia lichen","Lichen","Japewia","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"JACA8","","JACA8","Japewia carrollii","","Japewia","","carrollii","","","","","","","","","","","(Coppins & P. James) Tønsberg","","","","","","Lichen","Japewia","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"JASU2","","JASU2","Japewia subaurifera","","Japewia","","subaurifera","","","","","","","","","","","Muhr & Tønsberg","","","","","japewia lichen","Lichen","Japewia","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"JATO","","JATO","Japewia tornoensis","","Japewia","","tornoensis","","","","","","","","","","","(Nyl.) Tønsberg","","","","","japewia lichen","Lichen","Japewia","Bacidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"JAPEW2","","JAPEW2","Japewiella","","Japewiella","","","","","","","","","","","","","Printzen","","","","","","","Japewiella","Lecanoraceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"JARAV","","JARAV","Jarava","","Jarava","","","","","","","","","","","","","Ruiz & Pav.","","","","","rice grass","Monocot","Jarava","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JARIL","","JARIL","Jarilla","","Jarilla","","","","","","","","","","","","","Rusby","","","","","jarilla","Dicot","Jarilla","Caricaceae","Violales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JARIX","","JARIX","Jarixa","","Jarixa","","","","","","","","","","","","","R.C. Harris","","","","","","Lichen","Jarixa","Arthopyreniaceae","Dothideales","","Ascomycetes","","Ascomycota","","","Fungi"
"JAIL","","JAIL","Jarixa ilicicola","","Jarixa","","ilicicola","","","","","","","","","","","R.C. Harris","","","","","","Lichen","Jarixa","Arthopyreniaceae","Dothideales","","Ascomycetes","","Ascomycota","","","Fungi"
"JATH","","JATH","Jarixa thelenula","","Jarixa","","thelenula","","","","","","","","","","","R.C. Harris","","","","","","Lichen","Jarixa","Arthopyreniaceae","Dothideales","","Ascomycetes","","Ascomycota","","","Fungi"
"JASIO","","JASIO","Jasione","","Jasione","","","","","","","","","","","","","L.","","","","","jasione","Dicot","Jasione","Campanulaceae","Campanulales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JASMI","","JASMI","Jasminum","","Jasminum","","","","","","","","","","","","","L.","","","","","jasmine","Dicot","Jasminum","Oleaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JATEO","","JATEO","Jateorhiza","","Jateorhiza","","","","","","","","","","","","","Miers","","","","","jateorhiza","Dicot","Jateorhiza","Menispermaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JATRO","","JATRO","Jatropha","","Jatropha","","","","","","","","","","","","","L.","","","","","nettlespurge","Dicot","Jatropha","Euphorbiaceae","Euphorbiales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JAUME","","JAUME","Jaumea","","Jaumea","","","","","","","","","","","","","Pers.","","","","","jaumea","Dicot","Jaumea","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JEFEA","","JEFEA","Jefea","","Jefea","","","","","","","","","","","","","Strother","","","","","jefea","Dicot","Jefea","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JEFFE","","JEFFE","Jeffersonia","","Jeffersonia","","","","","","","","","","","","","W. Bartram","","","","","jeffersonia","Dicot","Jeffersonia","Berberidaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JENSI","","JENSI","Jensia","","Jensia","","","","","","","","","","","","","B.G. Baldw.","","","","","tarweed","Dicot","Jensia","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JEPSO","","JEPSO","Jepsonia","","Jepsonia","","","","","","","","","","","","","Small","","","","","jepsonia","Dicot","Jepsonia","Saxifragaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JOHAN","","JOHAN","Johanneshowellia","","Johanneshowellia","","","","","","","","","","","","","Reveal","","","","","Howell's buckwheat","Dicot","Johanneshowellia","Polygonaceae","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JOINV","","JOINV","Joinvillea","","Joinvillea","","","","","","","","","","","","","Gaudich. ex Brongn. & Gris","","","","","joinvillea","Monocot","Joinvillea","Joinvilleaceae","Restionales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JOVIB","","JOVIB","Jovibarba","","Jovibarba","","","","","","","","","","","","","Opiz","","","","","jovibarba","Dicot","Jovibarba","Crassulaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JUBAE","","JUBAE","Jubaea","","Jubaea","","","","","","","","","","","","","Kunth","","","","","jubaea","Monocot","Jubaea","Arecaceae","Arecales","Arecidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JUBUL","","JUBUL","Jubula","","Jubula","","","","","","","","","","","","","Dumort., nom. cons.","","","","","","Liverwort","Jubula","Jubulaceae","Jungermanniales","Jungermanniae","Hepaticopsida","Hepaticae","Hepaticophyta","","","Plantae"
"JUGLA","","JUGLA","Juglans","","Juglans","","","","","","","","","","","","","L.","","","","","walnut","Dicot","Juglans","Juglandaceae","Juglandales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JULEL2","","JULEL2","Julella","","Julella","","","","","","","","","","","","","J.H.C. Fabre","","","","","julella lichen","Lichen","Julella","Thelenellaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","Fungi"
"JUAS3","","JUAS3","Julella asema","","Julella","","asema","","","","","","","","","","","R.C. Harris","","","","","","Lichen","Julella","Thelenellaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","Fungi"
"JUDI5","","JUDI5","Julella dispora","","Julella","","dispora","","","","","","","","","","","(Müll. Arg.) R.C. Harris","","","","","julella lichen","Lichen","Julella","Thelenellaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","Fungi"
"JUFA3","","JUFA3","Julella fallaciosa","","Julella","","fallaciosa","","","","","","","","","","","(Arnold) R.C. Harris","","","","","","Lichen","Julella","Thelenellaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","Fungi"
"JUGE3","","JUGE3","Julella geminella","","Julella","","geminella","","","","","","","","","","","(Nyl.) R.C. Harris","","","","","","Lichen","Julella","Thelenellaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","Fungi"
"JULA4","","JULA4","Julella lactea","","Julella","","lactea","","","","","","","","","","","(A. Massal.) M.E. Barr","","","","","julella lichen","Lichen","Julella","Thelenellaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","Fungi"
"JUSU9","","JUSU9","Julella sublactea","","Julella","","sublactea","","","","","","","","","","","(Nyl.) R.C. Harris","","","","","julella lichen","Lichen","Julella","Thelenellaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","Fungi"
"JUTA","","JUTA","Julella taxodii","","Julella","","taxodii","","","","","","","","","","","R.C. Harris","","","","","","Lichen","Julella","Thelenellaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","Fungi"
"JUVA3","","JUVA3","Julella variiformis","","Julella","","variiformis","","","","","","","","","","","R.C. Harris","","","","","","Lichen","Julella","Thelenellaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","Fungi"
"JUVI2","","JUVI2","Julella vitrispora","","Julella","","vitrispora","","","","","","","","","","","(Cooke & Harkness) M.E. Barr","","","","","julella lichen","Lichen","Julella","Thelenellaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","Fungi"
"JUNCU","","JUNCU","Juncus","","Juncus","","","","","","","","","","","","","L.","","","","","rush","Monocot","Juncus","Juncaceae","Juncales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"JUNGE","","JUNGE","Jungermannia","","Jungermannia","","","","","","","","","","","","","L. emend. Dumort.","","","","","","Liverwort","Jungermannia","Jungermanniaceae","Jungermanniales","Jungermanniae","Hepaticopsida","Hepaticae","Hepaticophyta","","","Plantae"
"JUNIP","","JUNIP","Juniperus","","Juniperus","","","","","","","","","","","","","L.","","","","","juniper","Gymnosperm","Juniperus","Cupressaceae","Pinales","","Pinopsida","","Coniferophyta","Spermatophyta","Tracheobionta","Plantae"
"JUSTI","","JUSTI","Justicia","","Justicia","","","","","","","","","","","","","L.","","","","","water-willow","Dicot","Justicia","Acanthaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KAEMP2","","KAEMP2","Kaempferia","","Kaempferia","","","","","","","","","","","","","L.","","","","","kaempferia","Monocot","Kaempferia","Zingiberaceae","Zingiberales","Zingiberidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KAERN","","KAERN","Kaernefeltia","","Kaernefeltia","","","","","","","","","","","","","A. Thell & Goward","","","","","","Lichen","Kaernefeltia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"KACA4","","KACA4","Kaernefeltia californica","","Kaernefeltia","","californica","","","","","","","","","","","(Tuck.) A. Thell & Goward","","","","","","Lichen","Kaernefeltia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"KAME","","KAME","Kaernefeltia merrillii","","Kaernefeltia","","merrillii","","","","","","","","","","","(Du Rietz) A. Thell & Goward","","","","","","Lichen","Kaernefeltia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"KALAN","","KALAN","Kalanchoe","","Kalanchoe","","","","","","","","","","","","","Adans.","","","","","widow's-thrill","Dicot","Kalanchoe","Crassulaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KALIM","","KALIM","Kalimeris","","Kalimeris","","","","","","","","","","","","","(Cass.) Cass.","","","","","aster","Dicot","Kalimeris","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KALIN","","KALIN","Kalinia","","Kalinia","","","","","","","","","","","","","H.L. Bell & Columbus","","","","","kalinia grass","Monocot","Kalinia","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KALLS","","KALLS","Kallstroemia","","Kallstroemia","","","","","","","","","","","","","Scop.","","","","","caltrop","Dicot","Kallstroemia","Zygophyllaceae","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KALMI","","KALMI","Kalmia","","Kalmia","","","","","","","","","","","","","L.","","","","","laurel","Dicot","Kalmia","Ericaceae","Ericales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KALMI2","","KALMI2","Kalmiopsis","","Kalmiopsis","","","","","","","","","","","","","Rehder","","","","","kalmiopsis","Dicot","Kalmiopsis","Ericaceae","Ericales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KALOP","","KALOP","Kalopanax","","Kalopanax","","","","","","","","","","","","","Miq.","","","","","castor aralia","Dicot","Kalopanax","Araliaceae","Apiales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KANAL","","KANAL","Kanaloa","","Kanaloa","","","","","","","","","","","","","D.H. Lorence & K.R. Wood","","","","","kanaloa","Dicot","Kanaloa","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KARRO","","KARRO","Karroochloa","","Karroochloa","","","","","","","","","","","","","Conert & Türpe","","","","","South African oatgrass","Monocot","Karroochloa","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KARSC","","KARSC","Karschia","","Karschia","","","","","","","","","","","","","Körb.","","","","","","Lichen","Karschia","Uncertain Ascomycota Family","Uncertain Ascomycota Order","","Uncertain Ascomycota Class","","Ascomycota","","","Fungi"
"KAIN4","","KAIN4","Karschia inops","","Karschia","","inops","","","","","","","","","","","Triebel & Rambold","","","","","","Lichen","Karschia","Uncertain Ascomycota Family","Uncertain Ascomycota Order","","Uncertain Ascomycota Class","","Ascomycota","","","Fungi"
"KARWI","","KARWI","Karwinskia","","Karwinskia","","","","","","","","","","","","","Zucc.","","","","","karwinskia","Dicot","Karwinskia","Rhamnaceae","Rhamnales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KAYEA","","KAYEA","Kayea","","Kayea","","","","","","","","","","","","","Wall.","","","","","kayea","","Kayea","Clusiaceae","Theales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KECKI","","KECKI","Keckiella","","Keckiella","","","","","","","","","","","","","Straw","","","","","keckiella","Dicot","Keckiella","Scrophulariaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KELLO","","KELLO","Kelloggia","","Kelloggia","","","","","","","","","","","","","Torr. ex Benth.","","","","","kelloggia","Dicot","Kelloggia","Rubiaceae","Rubiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KELSE","","KELSE","Kelseya","","Kelseya","","","","","","","","","","","","","(S. Watson) Rydb.","","","","","kelseya","Dicot","Kelseya","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KENNE","","KENNE","Kennedia","","Kennedia","","","","","","","","","","","","","Vent.","","","","","","Dicot","Kennedia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KERRI","","KERRI","Kerria","","Kerria","","","","","","","","","","","","","DC.","","","","","kerria","Dicot","Kerria","Rosaceae","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KETEL","","KETEL","Keteleeria","","Keteleeria","","","","","","","","","","","","","Carrière","","","","","keteleeria","Gymnosperm","Keteleeria","Pinaceae","Pinales","","Pinopsida","","Coniferophyta","Spermatophyta","Tracheobionta","Plantae"
"KEYSS2","","KEYSS2","Keysseria","","Keysseria","","","","","","","","","","","","","Lauterb.","","","","","island-daisy","Dicot","Keysseria","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KHAYA2","","KHAYA2","Khaya","","Khaya","","","","","","","","","","","","","A. Juss.","","","","","African mahogany","Dicot","Khaya","Meliaceae","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KIAER","","KIAER","Kiaeria","","Kiaeria","","","","","","","","","","","","","I. Hagen","","","","","kiaeria moss","Moss","Kiaeria","Dicranaceae","Dicranales","Bryidae","Bryopsida","Musci","Bryophyta","","","Plantae"
"KICKX","","KICKX","Kickxia","","Kickxia","","","","","","","","","","","","","Dumort.","","","","","cancerwort","Dicot","Kickxia","Scrophulariaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KIGEL","","KIGEL","Kigelia","","Kigelia","","","","","","","","","","","","","DC.","","","","","sausage tree","Dicot","Kigelia","Bignoniaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KIRSC","","KIRSC","Kirschsteiniothelia","","Kirschsteiniothelia","","","","","","","","","","","","","D. Hawksw.","","","","","kirschsteiniothelia lichen","Lichen","Kirschsteiniothelia","Pleosporaceae","Pleosporales","","Ascomycetes","","Ascomycota","","","Fungi"
"KIAC","","KIAC","Kirschsteiniothelia acerina","","Kirschsteiniothelia","","acerina","","","","","","","","","","","(Rossman & Wilcox) D. Hawksw.","","","","","kirschsteiniothelia lichen","Lichen","Kirschsteiniothelia","Pleosporaceae","Pleosporales","","Ascomycetes","","Ascomycota","","","Fungi"
"KIAE","","KIAE","Kirschsteiniothelia aethiops","","Kirschsteiniothelia","","aethiops","","","","","","","","","","","(Berk. & Curtis) D. Hawksw.","","","","","kirschsteiniothelia lichen","Lichen","Kirschsteiniothelia","Pleosporaceae","Pleosporales","","Ascomycetes","","Ascomycota","","","Fungi"
"KIMA","","KIMA","Kirschsteiniothelia maritima","","Kirschsteiniothelia","","maritima","","","","","","","","","","","(Linder) D. Hawksw.","","","","","seaside kirschsteiniothelia lichen","Lichen","Kirschsteiniothelia","Pleosporaceae","Pleosporales","","Ascomycetes","","Ascomycota","","","Fungi"
"KIRE","","KIRE","Kirschsteiniothelia recessa","","Kirschsteiniothelia","","recessa","","","","","","","","","","","(Cooke & Peck) D. Hswksw.","","","","","kirschsteiniothelia lichen","Lichen","Kirschsteiniothelia","Pleosporaceae","Pleosporales","","Ascomycetes","","Ascomycota","","","Fungi"
